"loc","loc.correct","Freq"
"brazil_sao paulo_campos jordao_caminho para o morro bau","",7
"brazil_sao paulo_campos jordao_campo jordao","",7
"brazil_sao paulo_campos jordao_coletado no parque estadual","",7
"brazil_sao paulo_campos jordao_efe 02","",7
"brazil_sao paulo_campos jordao_estrada para o pico imbiri","",7
"brazil_sao paulo_campos jordao_estrada umuarama a abernessia","",7
"brazil_sao paulo_campos jordao_hotel umuarama","",7
"brazil_sao paulo_campos jordao_morro perto ducha prata","",7
"brazil_sao paulo_campos jordao_proximo a colonia","",7
"brazil_sao paulo_campos jordao_salto","",7
"brazil_sao paulo_campos jordao_sanatorio sao paulo","",7
"brazil_sao paulo_campos jordao_trilha por sol","",7
"brazil_sao paulo_cananeia_ao longo estrada para a praia","",7
"brazil_sao paulo_cananeia_estrada pariquera acu, beira estrada","",7
"brazil_sao paulo_cananeia_ilha cardoso perto cananeia","",7
"brazil_sao paulo_cananeia_km 31 rodovia sp 226","",7
"brazil_sao paulo_cananeia_mata as margens estrada captacao","",7
"brazil_sao paulo_cananeia_morro pedras","",7
"brazil_sao paulo_cananeia_praia rio pereque","",7
"brazil_sao paulo_caraguatatuba_captacao rio claro","",7
"brazil_sao paulo_caraguatatuba_parque estadual serro mar","",7
"brazil_sao paulo_centro paulus mata regiao sul sao paulo","",7
"brazil_sao paulo_chacara recreio jardim alvorada","",7
"brazil_sao paulo_chacara recreio jardim alvorada_chacara recreio jardim alvorada","",7
"brazil_sao paulo_circa 1","",7
"brazil_sao paulo_circa 12 km s of park headquarters","",7
"brazil_sao paulo_circa 37 km e of brotas","",7
"brazil_sao paulo_circa 37 km e of brotas_circa 37 km e of brotas","",7
"brazil_sao paulo_corrego geraldo","",7
"brazil_sao paulo_corumbatai_reserva biologica unesp","",7
"brazil_sao paulo_corumbatai_sp 310 km 197","",7
"brazil_sao paulo_cotia_pesqueiro 27","",7
"brazil_sao paulo_crest of serra mar","",7
"brazil_sao paulo_distrito cesar souza prox","",7
"brazil_sao paulo_distrito industrial","",7
"brazil_sao paulo_distrito industrial_distrito industrial","",7
"brazil_sao paulo_eldorado_estrada nao pavimentada sete barras para eldorado","",7
"brazil_sao paulo_eldorado_estrada vicinal nao pavimentada, lado direito rodovia sp 165","",7
"brazil_sao paulo_estrada broa","",7
"brazil_sao paulo_estrada fazenda carmo","",7
"brazil_sao paulo_estrada fazenda carmo_estrada fazenda carmo","",7
"brazil_sao paulo_estrada para campos jordao","",7
"brazil_sao paulo_galia_reserva ecologica caetetus","",7
"brazil_sao paulo_guaratingueta_depois fazenda lavrinhas","",7
"brazil_sao paulo_guaruja_galhetas","",7
"brazil_sao paulo_ibitinga_17 km ibitinga em direcao a iacanga","",7
"brazil_sao paulo_ibitinga_ibitinga","",7
"brazil_sao paulo_ibiuna_circa 2 km estrada que sai a esquerda sp 250","",7
"brazil_sao paulo_ibiuna_circa 2 km estrada que sai a esquerda, rodovia sp 250","",7
"brazil_sao paulo_ibiuna_estrada para bairro gabriel","",7
"brazil_sao paulo_ibiuna_rodovia sp 250","",7
"brazil_sao paulo_iguape_8 km to iguape from the junction with the sao paulo registro road","",7
"brazil_sao paulo_iguape_estacao ecologica iguape itatins","",7
"brazil_sao paulo_iguape_estrada iguape a pariquera acu","",7
"brazil_sao paulo_iguape_estrada iguape pariquera acu","",7
"brazil_sao paulo_iguape_estrada pariquera acu","",7
"brazil_sao paulo_iguape_icapara","",7
"brazil_sao paulo_iguape_on new dirt road across island","",7
"brazil_sao paulo_iguape_rio brejatuva","",7
"brazil_sao paulo_iguape_rio ribeira","",7
"brazil_sao paulo_iguape_rio ribeira iguape","",7
"brazil_sao paulo_ilha bela_praia mansa","",7
"brazil_sao paulo_ilha comprida_estrada que liga pedrinhas a praia","",7
"brazil_sao paulo_ilha comprida_parte norte","",7
"brazil_sao paulo_ilha comprida_rio nobrega","",7
"brazil_sao paulo_iporanga_estrada iporanga barra turvo","",7
"brazil_sao paulo_itapetinga","",7
"brazil_sao paulo_itapetinga_itapetinga","",7
"brazil_sao paulo_itapitangui sp 226","",7
"brazil_sao paulo_itirapina_1 km along road east of rr crossing at city of itirapina","",7
"brazil_sao paulo_itirapina_5 km rodovia washington luis, na estrada itirapina","",7
"brazil_sao paulo_itirapina_500 m trevo cidade","",7
"brazil_sao paulo_itirapina_ao lado posto siriema e em frente a fazenda siriema","",7
"brazil_sao paulo_itirapina_ca 8 km e ne centro cidade","",7
"brazil_sao paulo_itirapina_campo cerrado arenoso","",7
"brazil_sao paulo_itirapina_estrada que liga sao pedro a itirapina","",7
"brazil_sao paulo_itirapina_fragmento ao lado rodoviaria sao pedro","",7
"brazil_sao paulo_itirapina_propriedade particular interior leste","",7
"brazil_sao paulo_itirapina_proximo ao pedagio represa broa","",7
"brazil_sao paulo_jundiai_6","",7
"brazil_sao paulo_jundiai_alto serra japi","",7
"brazil_sao paulo_jundiai_base reserva biologica municipal serra japi","",7
"brazil_sao paulo_jundiai_parque municipal serra japi, trilha partindo reservatorio agua dae","",7
"brazil_sao paulo_jundiai_serra japi montane thickets on upper ridges","",7
"brazil_sao paulo_juquia_cerca 10 km juquia em direcao a tapirai","",7
"brazil_sao paulo_km 31da rodovia sp 226","",7
"brazil_sao paulo_legado aguas_legado aguas","",7
"brazil_sao paulo_mata semidecidua","",7
"brazil_sao paulo_mogi cruzes_material coletado na borda estrada","",7
"brazil_sao paulo_mongagua_ao pe serra mongagua","",7
"brazil_sao paulo_mongagua_dunas mongagua","",7
"brazil_sao paulo_mongagua_fazenda sertaozinho, dentro fazenda, esta fazenda se localiza em uma encostas morro","",7
"brazil_sao paulo_mongagua_jardim alice","",7
"brazil_sao paulo_mongagua_pequena estrada que atravessa todo o morro","",7
"brazil_sao paulo_monte alegre sul_estacao experimental i","",7
"brazil_sao paulo_monteiro lobato e ouro verde","",7
"brazil_sao paulo_monteiro lobato_buquira","",7
"brazil_sao paulo_monteiro lobato_estrada monteiro lobato santo antonio pinhal","",7
"brazil_sao paulo_municipio sao sebastiao","",7
"brazil_sao paulo_nazare paulista_propriedade particular","",7
"brazil_sao paulo_paraibuna_margem rio","",7
"brazil_sao paulo_pardinho_conglomerado","",7
"brazil_sao paulo_pardinho_ponta cuesta","",7
"brazil_sao paulo_parelheiros_fazenda sabesp, ao final estrada capivara","",7
"brazil_sao paulo_pariqueira acu","",7
"brazil_sao paulo_pariquera acu_parque ecologico pariquera abaixo","",7
"brazil_sao paulo_pariquera acu_parque ecologico pariquera abaixo pepa","",7
"brazil_sao paulo_parque est","",7
"brazil_sao paulo_parque est_parque est","",7
"brazil_sao paulo_parque estado e jardim botanico","",7
"brazil_sao paulo_parque estado e jardim botanico_parque estado e jardim botanico","",7
"brazil_sao paulo_parque intervales","",7
"brazil_sao paulo_pedra bela_sitio anonas","",7
"brazil_sao paulo_praia grande_mongagua","",7
"brazil_sao paulo_praia grande_parque estadualxixova japui","",7
"brazil_sao paulo_praia grande_vila atlantica","",7
"brazil_sao paulo_proximo a jundiai_proximo a jundiai","",7
"brazil_sao paulo_queluz_crista montanha vizinha a pedra mi","",7
"brazil_sao paulo_regiao sul sao paulo_centro paulus","",7
"brazil_sao paulo_registro_7 km east of sete barras","",7
"brazil_sao paulo_reserva votorantim","",7
"brazil_sao paulo_rio claro_floresta estadual edmundo navarro andrade trilha colecao","",7
"brazil_sao paulo_road from juquia to sete barras","",7
"brazil_sao paulo_rua odilon monteiro","",7
"brazil_sao paulo_rua odilon monteiro_rua odilon monteiro","",7
"brazil_sao paulo_santa maria serra_proximo ao condominio serra verde","",7
"brazil_sao paulo_santa maria serra_rodovia geraldo barros","",7
"brazil_sao paulo_santana parnaiba_pesqueiro 8","",7
"brazil_sao paulo_santo andre_estacao biologica","",7
"brazil_sao paulo_santo andre_estrada velha para paranapiacaba","",7
"brazil_sao paulo_santo andre_trilha gravatas","",7
"brazil_sao paulo_sao bento sapucai_estrada para campos jordao, beira estrada em floresta altitude","",7
"brazil_sao paulo_sao bento sapucai_regiao pedra bau","",7
"brazil_sao paulo_sao bento sapucai_subida para o cume pedra ana chata","",7
"brazil_sao paulo_sao carlos_sp 310","",7
"brazil_sao paulo_sao luiz paraitinga_floresta ombrofila densa montana","",7
"brazil_sao paulo_sao miguel arcanjo_reserva florestal carlos botelho","",7
"brazil_sao paulo_sao paulo_estrada vargem grande nº20","",7
"brazil_sao paulo_sao paulo_nativa parque estado e jardim botanico","",7
"brazil_sao paulo_sao paulo_parque estado sp","",7
"brazil_sao paulo_sao paulo_parque estadual alberto loefgren","",7
"brazil_sao paulo_sao paulo_parque estadual sao paulo","",7
"brazil_sao paulo_sao paulo_parque natural municipal fazenda carmo","",7
"brazil_sao paulo_sao paulo_parque pinheirinho agua","",7
"brazil_sao paulo_sao paulo_reserva florestal cantareira","",7
"brazil_sao paulo_sao paulo_sitio caminho para eng","",7
"brazil_sao paulo_sao paulo_sitio caminho para engenheiro marsilac","",7
"brazil_sao paulo_sao paulo_sitio nova esperanca, estrada gramado","",7
"brazil_sao paulo_sao paulo_subbacia reservatorio guarapiranga","",7
"brazil_sao paulo_sao pedro_sitio senhor nozor campos","",7
"brazil_sao paulo_sao sebastiao_before the entrance to barra sahy beach","",7
"brazil_sao paulo_sao sebastiao_parque estadual serra mar cachoeira sitio urucurana, bem preservada""","",7
"brazil_sao paulo_sao simao_sao simao","",7
"brazil_sao paulo_serra botucatu","",7
"brazil_sao paulo_serra botucatu_serra botucatu","",7
"brazil_sao paulo_serra cantareira_serra cantareira, sitio barrocada","",7
"brazil_sao paulo_serra japi_serra japi, estrada dae","",7
"brazil_sao paulo_serra mar_serra mar","",7
"brazil_sao paulo_serra paranapiacaba_serra paranapiacaba, fazenda intervales","",7
"brazil_sao paulo_serra sao pedro","",7
"brazil_sao paulo_sete barras_fazenda intervales base saibadela","",7
"brazil_sao paulo_sete barras_reserva florestal carlos botelho","",7
"brazil_sao paulo_silveiras_macacos","",7
"brazil_sao paulo_silveiras_serra bocaina, estradap, barreiro perto fazenda pinheirinho","",7
"brazil_sao paulo_sitio nova esperanca","",7
"brazil_sao paulo_socorro_socorro","",7
"brazil_sao paulo_spaulo_parque est","",7
"brazil_sao paulo_tapirai_serra tapirai","",7
"brazil_sao paulo_teodoro sampaio_pemd","",7
"brazil_sao paulo_tiete_proximo a estacao","",7
"brazil_sao paulo_tiete_proximo a estacao experimental iac","",7
"brazil_sao paulo_ubatuba_estrada casa farina","",7
"brazil_sao paulo_ubatuba_estrada praia farol","",7
"brazil_sao paulo_ubatuba_fazenda picinguaba","",7
"brazil_sao paulo_ubatuba_margem rodovia saindo ubatuba para taubate","",7
"brazil_sao paulo_ubatuba_mata atlantica","",7
"brazil_sao paulo_ubatuba_mata atlantica encosta, margens rio fazenda","",7
"brazil_sao paulo_ubatuba_morro corcovado","",7
"brazil_sao paulo_ubatuba_nucleo picinguaba parque estadual serra mar","",7
"brazil_sao paulo_ubatuba_praia brava almada","",7
"brazil_sao paulo_ubatuba_praia conchas","",7
"brazil_sao paulo_ubatuba_praia itamambuca","",7
"brazil_sao paulo_ubatuba_praia puniba","",7
"brazil_sao paulo_ubatuba_praia toninhas","",7
"brazil_sao paulo_vassununga_vassununga","",7
"brazil_sao paulo_villabela","",7
"brazil_sao paulo_villabela_villabela","",7
"brazil_so paulo_biritiba mirim","",7
"brazil_so paulo_jundia_na serra japi","",7
"brazil_sao paulo_campos jordao_parque estadual, estrada para sao jose alpes","brazil_sao paulo_campos jordao_pe campos jordao",7
"brazil_sao paulo_cananeia_fazenda folha larga, 5 rodovia br 226","brazil_sao paulo_cananeia_fazenda folha larga",7
"brazil_sao paulo_cananeia_fazenda folha larga, rodovia 226","brazil_sao paulo_cananeia_fazenda folha larga",7
"brazil_sao paulo_cananeia_parque estadual ilha cardoso, estrada para a base morro tres irmaos","brazil_sao paulo_cananeia_pe ilha cardoso",7
"brazil_sao paulo_cananeia_parque estadual ilha cardoso, estrada para a turbina","brazil_sao paulo_cananeia_pe ilha cardoso",7
"brazil_sao paulo_caraguatatuba_serra mar, a oeste estrada","brazil_sao paulo_caraguatatuba_serra mar",7
"brazil_sao paulo_salesopolis_estacao biologica boraceia, estrada apos a ponte","brazil_sao paulo_salesopolis_estacao biologica boraceia",7
"brazil_NA_""brazil","",6
"brazil_NA_by oceanographic station cananeia","",6
"brazil_NA_caeduis","",6
"brazil_NA_caraguatatuba","",6
"brazil_NA_iporanga","",6
"brazil_NA_NA_""brazil","",6
"brazil_NA_NA_at km 205 on campinas s","",6
"brazil_NA_NA_caeduis","",6
"brazil_NA_NA_campos jordao","",6
"brazil_NA_NA_cananeia island","",6
"brazil_NA_NA_cerca 15km itirapine em direcao e brotas","",6
"brazil_NA_NA_circa 2 km e of campos jordao on road to horto florestal","",6
"brazil_NA_NA_estacao ecologica e experimental itirapina","",6
"brazil_NA_NA_fazenda intervales sudlich capao bonito","",6
"brazil_NA_NA_fazenda santo antonio","",6
"brazil_NA_NA_mata atlantica primaria","",6
"brazil_NA_NA_paraiso eco lodge im parque estadual intervales","",6
"brazil_NA_NA_rio pedras and cubatao","",6
"brazil_NA_NA_saint anna?","",6
"brazil_NA_NA_serra mantiqueira","",6
"brazil_NA_paraiso eco lodge im parque estadual intervales","",6
"brazil_NA_rio pedras and cubatao","",6
"brazil_NA_saint anna?","",6
"brazil_NA_sao bento sapucai","",6
"brazil_sao paulo_1 km n of the","",6
"brazil_sao paulo_1 km n of the_character(0)","",6
"brazil_sao paulo_10_10","",6
"brazil_sao paulo_10km n braganca_em ramal estrada para pedra bela","",6
"brazil_sao paulo_18km ao norte botucatu","",6
"brazil_sao paulo_2 km east of sete barras","",6
"brazil_sao paulo_24","",6
"brazil_sao paulo_25 km s of park headquarters","",6
"brazil_sao paulo_3 km w engarrafadora minalba","",6
"brazil_sao paulo_4 km from ocean","",6
"brazil_sao paulo_996h+h7","",6
"brazil_sao paulo_a 1","",6
"brazil_sao paulo_a 20km botucatu","",6
"brazil_sao paulo_aguas santa barbara_estacao ecologia santa barbara","",6
"brazil_sao paulo_amparo_jardim botanico arariba rppn, rppn #?# amparo sp","",6
"brazil_sao paulo_amparo_jardim botanico arariba rppn, rppn, rppn entrada meio","",6
"brazil_sao paulo_amparo_km 16 sp 95","",6
"brazil_sao paulo_analandia_arbusto cerradao","",6
"brazil_sao paulo_analandia_fazenda pedra vermalha","",6
"brazil_sao paulo_analandia_fazenda pedra vermelha folha cartografica sf 23 y a coordenada calculada","",6
"brazil_sao paulo_analandia_fazenda pedra vermelha parque ravitscher","",6
"brazil_sao paulo_analandia_parque rauvitscher","",6
"brazil_sao paulo_analandia_parque rawistscher","",6
"brazil_sao paulo_analandia_parque rawitscher, fazenda pedra vermel","",6
"brazil_sao paulo_analandia_parque rawitshcer","",6
"brazil_sao paulo_analandia_parque rewvitscher fazenda pedra vermelha","",6
"brazil_sao paulo_analandia_parque rewvutscher","",6
"brazil_sao paulo_analandia_pedra cuscuzeiro","",6
"brazil_sao paulo_anallandia","",6
"brazil_sao paulo_anallandia_brasil","",6
"brazil_sao paulo_angatuba_centro cidade","",6
"brazil_sao paulo_angatuba_cerca 6 km itatinga em direcao a angatuba","",6
"brazil_sao paulo_anhembi_fazenda bacury, antes parte fazenda barreto rico","",6
"brazil_sao paulo_ao longo rodobia sao paulo sao carlos","",6
"brazil_sao paulo_apiai_27km antes cidade","",6
"brazil_sao paulo_apiai_cerca 15 km bom sucesso itarare em direcao a apiai","",6
"brazil_sao paulo_apiai_parque estadual turistico alto ribeiro","",6
"brazil_sao paulo_areias_500m sp 66 na sp 58","",6
"brazil_sao paulo_arie cerrado pe gigante","",6
"brazil_sao paulo_atibaia_6 km east along road from igreja sao joao batista at praca claudino alves","",6
"brazil_sao paulo_atibaia_brejo e lago localizado no caminho para pedra grande","",6
"brazil_sao paulo_atibaia_carpalandia","",6
"brazil_sao paulo_atibaia_estacao atibaia","",6
"brazil_sao paulo_atibaia_estrada para a pedra grande","",6
"brazil_sao paulo_atibaia_guatemi","",6
"brazil_sao paulo_atibaia_parque natural municipal grota funda","",6
"brazil_sao paulo_atibaia_reserva florestal","",6
"brazil_sao paulo_atibaia_reserva municipal grota funda, perto entrada reserva","",6
"brazil_sao paulo_atibaia_trilha grota funda","",6
"brazil_sao paulo_avai_aldeira guarani","",6
"brazil_sao paulo_avai_avai","",6
"brazil_sao paulo_bananal_serra bocaina","",6
"brazil_sao paulo_bananal_trilha onca","",6
"brazil_sao paulo_barra turvo_beira estrada","",6
"brazil_sao paulo_barra turvo_entrada para bairro barreiros","",6
"brazil_sao paulo_barra turvo_proximo ao rio pardo","",6
"brazil_sao paulo_barra una_barra una","",6
"brazil_sao paulo_bertioga_cachoeira no rio pereque mirim","",6
"brazil_sao paulo_bertioga_manguezal rio itaguare","",6
"brazil_sao paulo_bertioga_on the island in front of bertioga","",6
"brazil_sao paulo_biritiba mirim_bairro manoel ferreira sentido pedra sapo","",6
"brazil_sao paulo_biritiba mirim_estrada serataozinho shibata","",6
"brazil_sao paulo_biritiba mirim_no specific","",6
"brazil_sao paulo_bofete_bofete","",6
"brazil_sao paulo_bofete_estrada tres pedras","",6
"brazil_sao paulo_botucatu_5 km a oeste sede fazenda mac","",6
"brazil_sao paulo_botucatu_area proxima ao estacionamento pnm cachoeira marta","",6
"brazil_sao paulo_botucatu_chacara recreio jardim alvorada","",6
"brazil_sao paulo_botucatu_da sede ate o lago e volta contornando a borda parque ecologico pavuna","",6
"brazil_sao paulo_botucatu_estrada municipal","",6
"brazil_sao paulo_botucatu_fazenda mac e 4 meninas a 20 km botucatu","",6
"brazil_sao paulo_botucatu_jardim situado a rua jose vitoriano villas boas","",6
"brazil_sao paulo_botucatu_paque ecologico pavuna","",6
"brazil_sao paulo_botucatu_parque ecologico pavuna sede ate a primeira cachoeira pela trilha a direita","",6
